id,No,Timecode In,Timecode Out,Timecode IN(milliseconds),Timecode Out(milliseconds),Subtitle
_K5qApskPdQ.en.v,1129,00:25:40:22,00:25:44:01,"00:25:40,880","00:25:44,070",it's<00:25:41.039><c> another</c><00:25:41.360><c> psychic</c><00:25:41.679><c> move</c>
_K5qApskPdQ.en.v,1130,00:25:44:01,00:25:44:02,"00:25:44,070","00:25:44,080",
_K5qApskPdQ.en.v,1131,00:25:44:02,00:25:45:08,"00:25:44,080","00:25:45,350",all<00:25:44.159><c> right</c><00:25:44.320><c> this</c><00:25:44.559><c> is</c><00:25:44.720><c> this</c><00:25:44.880><c> is</c><00:25:44.960><c> tough</c><00:25:45.200><c> because</c>
_K5qApskPdQ.en.v,1132,00:25:45:08,00:25:45:09,"00:25:45,350","00:25:45,360",all right this is this is tough because
_K5qApskPdQ.en.v,1133,00:25:45:09,00:25:46:11,"00:25:45,360","00:25:46,470",all right this is this is tough because i<00:25:45.440><c> need</c><00:25:45.600><c> to</c><00:25:45.679><c> guard</c><00:25:45.840><c> swap</c><00:25:46.080><c> them</c><00:25:46.240><c> and</c><00:25:46.320><c> then</c>
_K5qApskPdQ.en.v,1134,00:25:46:11,00:25:46:12,"00:25:46,470","00:25:46,480",i need to guard swap them and then
_K5qApskPdQ.en.v,1135,00:25:46:12,00:25:48:05,"00:25:46,480","00:25:48,230",i need to guard swap them and then psychic<00:25:46.880><c> him</c>
_K5qApskPdQ.en.v,1136,00:25:48:05,00:25:48:06,"00:25:48,230","00:25:48,240",psychic him
_K5qApskPdQ.en.v,1137,00:25:48:06,00:25:50:17,"00:25:48,240","00:25:50,710",psychic him i<00:25:48.320><c> don't</c><00:25:48.480><c> think</c><00:25:48.640><c> that</c><00:25:48.720><c> worked</c><00:25:49.840><c> but</c><00:25:50.000><c> that</c><00:25:50.159><c> was</c>
_K5qApskPdQ.en.v,1138,00:25:50:17,00:25:50:18,"00:25:50,710","00:25:50,720",i don't think that worked but that was
_K5qApskPdQ.en.v,1139,00:25:50:18,00:25:52:07,"00:25:50,720","00:25:52,310",i don't think that worked but that was uh<00:25:51.039><c> you</c><00:25:51.120><c> know</c><00:25:51.279><c> decent</c><00:25:51.760><c> enough</c>
_K5qApskPdQ.en.v,1140,00:25:52:07,00:25:52:08,"00:25:52,310","00:25:52,320",uh you know decent enough
_K5qApskPdQ.en.v,1141,00:25:52:08,00:25:53:20,"00:25:52,320","00:25:53,830",uh you know decent enough uh<00:25:52.640><c> i</c><00:25:52.720><c> need</c><00:25:52.880><c> to</c><00:25:52.960><c> score</c><00:25:53.200><c> those</c><00:25:53.360><c> zapdos</c><00:25:53.760><c> is</c>
_K5qApskPdQ.en.v,1142,00:25:53:20,00:25:53:21,"00:25:53,830","00:25:53,840",uh i need to score those zapdos is
_K5qApskPdQ.en.v,1143,00:25:53:21,00:25:56:21,"00:25:53,840","00:25:56,870",uh i need to score those zapdos is already<00:25:54.840><c> here</c>
_K5qApskPdQ.en.v,1144,00:25:56:21,00:25:56:22,"00:25:56,870","00:25:56,880",already here
_K5qApskPdQ.en.v,1145,00:25:56:22,00:25:58:16,"00:25:56,880","00:25:58,670",already here so<00:25:57.039><c> i</c><00:25:57.120><c> hit</c><00:25:57.200><c> him</c><00:25:57.360><c> again</c>
_K5qApskPdQ.en.v,1146,00:25:58:16,00:25:58:17,"00:25:58,670","00:25:58,680",so i hit him again
_K5qApskPdQ.en.v,1147,00:25:58:17,00:25:59:22,"00:25:58,680","00:25:59,909",so i hit him again [Music]
_K5qApskPdQ.en.v,1148,00:25:59:22,00:25:59:22,"00:25:59,909","00:25:59,919",[Music]
_K5qApskPdQ.en.v,1149,00:25:59:22,00:26:02:07,"00:25:59,919","00:26:02,310",[Music] uh<00:26:00.480><c> guard</c><00:26:00.720><c> swapping</c><00:26:01.520><c> i'm</c><00:26:01.679><c> trying</c><00:26:01.919><c> here</c><00:26:02.159><c> guard</c>
_K5qApskPdQ.en.v,1150,00:26:02:07,00:26:02:08,"00:26:02,310","00:26:02,320",uh guard swapping i'm trying here guard
_K5qApskPdQ.en.v,1151,00:26:02:08,00:26:04:21,"00:26:02,320","00:26:04,870",uh guard swapping i'm trying here guard swap<00:26:02.880><c> psychic</c>
_K5qApskPdQ.en.v,1152,00:26:04:21,00:26:04:22,"00:26:04,870","00:26:04,880",swap psychic
_K5qApskPdQ.en.v,1153,00:26:04:22,00:26:06:21,"00:26:04,880","00:26:06,870",swap psychic yeah<00:26:05.120><c> i</c><00:26:05.200><c> don't</c><00:26:05.279><c> know</c><00:26:05.520><c> man</c><00:26:05.679><c> it</c><00:26:05.840><c> just</c><00:26:06.000><c> doesn't</c><00:26:06.799><c> it</c>
_K5qApskPdQ.en.v,1154,00:26:06:21,00:26:06:22,"00:26:06,870","00:26:06,880",yeah i don't know man it just doesn't it
_K5qApskPdQ.en.v,1155,00:26:06:22,00:26:08:15,"00:26:06,880","00:26:08,630",yeah i don't know man it just doesn't it does<00:26:07.120><c> not</c><00:26:07.360><c> as</c><00:26:07.520><c> powerful</c><00:26:07.919><c> as</c><00:26:08.080><c> i'm</c><00:26:08.159><c> expecting</c><00:26:08.559><c> it</c>
_K5qApskPdQ.en.v,1156,00:26:08:15,00:26:08:16,"00:26:08,630","00:26:08,640",does not as powerful as i'm expecting it
_K5qApskPdQ.en.v,1157,00:26:08:16,00:26:10:23,"00:26:08,640","00:26:10,950",does not as powerful as i'm expecting it to<00:26:08.720><c> be</c><00:26:08.799><c> you</c><00:26:08.880><c> know</c><00:26:09.039><c> what</c><00:26:09.120><c> i</c><00:26:09.200><c> mean</c>
_K5qApskPdQ.en.v,1158,00:26:10:23,00:26:10:24,"00:26:10,950","00:26:10,960",to be you know what i mean
_K5qApskPdQ.en.v,1159,00:26:10:24,00:26:16:07,"00:26:10,960","00:26:16,310",to be you know what i mean any<00:26:11.360><c> berries</c><00:26:11.679><c> around</c><00:26:11.919><c> here</c><00:26:13.919><c> there</c><00:26:14.159><c> we</c><00:26:14.320><c> go</c>
_K5qApskPdQ.en.v,1160,00:26:16:07,00:26:16:08,"00:26:16,310","00:26:16,320",any berries around here there we go
_K5qApskPdQ.en.v,1161,00:26:16:08,00:26:17:16,"00:26:16,320","00:26:17,669",any berries around here there we go so<00:26:16.480><c> i'm</c><00:26:16.640><c> trying</c><00:26:16.799><c> to</c><00:26:16.880><c> score</c><00:26:17.200><c> i'm</c><00:26:17.279><c> trying</c><00:26:17.440><c> to</c><00:26:17.520><c> get</c>
_K5qApskPdQ.en.v,1162,00:26:17:16,00:26:17:16,"00:26:17,669","00:26:17,679",so i'm trying to score i'm trying to get
_K5qApskPdQ.en.v,1163,00:26:17:16,00:26:19:08,"00:26:17,679","00:26:19,350",so i'm trying to score i'm trying to get in<00:26:17.760><c> there</c>
_K5qApskPdQ.en.v,1164,00:26:19:08,00:26:19:09,"00:26:19,350","00:26:19,360",in there
_K5qApskPdQ.en.v,1165,00:26:19:09,00:26:23:02,"00:26:19,360","00:26:23,110",in there so<00:26:20.240><c> guard</c><00:26:20.559><c> swap</c><00:26:21.760><c> psychic</c>
_K5qApskPdQ.en.v,1166,00:26:23:02,00:26:23:03,"00:26:23,110","00:26:23,120",so guard swap psychic
_K5qApskPdQ.en.v,1167,00:26:23:03,00:26:26:13,"00:26:23,120","00:26:26,549",so guard swap psychic boom<00:26:23.360><c> he</c><00:26:23.520><c> like</c><00:26:23.760><c> exploded</c><00:26:24.240><c> in</c><00:26:24.320><c> my</c><00:26:24.480><c> arms</c><00:26:26.080><c> so</c><00:26:26.320><c> he's</c>
_K5qApskPdQ.en.v,1168,00:26:26:13,00:26:26:13,"00:26:26,549","00:26:26,559",boom he like exploded in my arms so he's
_K5qApskPdQ.en.v,1169,00:26:26:13,00:26:31:10,"00:26:26,559","00:26:31,430",boom he like exploded in my arms so he's right<00:26:26.720><c> here</c>
_K5qApskPdQ.en.v,1170,00:26:31:10,00:26:31:11,"00:26:31,430","00:26:31,440",
_K5qApskPdQ.en.v,1171,00:26:31:11,00:26:32:19,"00:26:31,440","00:26:32,789",let's<00:26:31.679><c> get</c><00:26:31.840><c> him</c><00:26:32.000><c> let's</c><00:26:32.159><c> get</c><00:26:32.320><c> him</c><00:26:32.400><c> we're</c><00:26:32.640><c> right</c>
_K5qApskPdQ.en.v,1172,00:26:32:19,00:26:32:19,"00:26:32,789","00:26:32,799",let's get him let's get him we're right
_K5qApskPdQ.en.v,1173,00:26:32:19,00:26:35:20,"00:26:32,799","00:26:35,820",let's get him let's get him we're right here
_K5qApskPdQ.en.v,1174,00:26:35:20,00:26:35:20,"00:26:35,820","00:26:35,830",
_K5qApskPdQ.en.v,1175,00:26:35:20,00:26:37:06,"00:26:35,830","00:26:37,269",[Music]
_K5qApskPdQ.en.v,1176,00:26:37:06,00:26:37:06,"00:26:37,269","00:26:37,279",[Music]
_K5qApskPdQ.en.v,1177,00:26:37:06,00:26:38:21,"00:26:37,279","00:26:38,870",[Music] there<00:26:37.520><c> you</c><00:26:37.600><c> go</c><00:26:37.840><c> there</c><00:26:38.000><c> you</c><00:26:38.159><c> go</c><00:26:38.320><c> there</c><00:26:38.480><c> you</c><00:26:38.640><c> go</c>
_K5qApskPdQ.en.v,1178,00:26:38:21,00:26:38:22,"00:26:38,870","00:26:38,880",there you go there you go there you go
_K5qApskPdQ.en.v,1179,00:26:38:22,00:26:40:23,"00:26:38,880","00:26:40,950",there you go there you go there you go right<00:26:39.120><c> can</c><00:26:39.279><c> i</c><00:26:39.440><c> score</c>
_K5qApskPdQ.en.v,1180,00:26:40:23,00:26:40:24,"00:26:40,950","00:26:40,960",right can i score
_K5qApskPdQ.en.v,1181,00:26:40:24,00:26:44:17,"00:26:40,960","00:26:44,710",right can i score i<00:26:41.039><c> have</c><00:26:41.200><c> 26</c>
_K5qApskPdQ.en.v,1182,00:26:44:17,00:26:44:18,"00:26:44,710","00:26:44,720",
_K5qApskPdQ.en.v,1183,00:26:44:18,00:26:47:18,"00:26:44,720","00:26:47,750",dunk<00:26:45.039><c> it</c><00:26:45.200><c> dude</c>
_K5qApskPdQ.en.v,1184,00:26:47:18,00:26:47:19,"00:26:47,750","00:26:47,760",
_K5qApskPdQ.en.v,1185,00:26:47:19,00:26:49:16,"00:26:47,760","00:26:49,669",all<00:26:47.919><c> right</c><00:26:48.159><c> they're</c><00:26:48.320><c> now</c><00:26:48.480><c> defenseless</c><00:26:49.440><c> oh</c><00:26:49.520><c> did</c>
_K5qApskPdQ.en.v,1186,00:26:49:16,00:26:49:16,"00:26:49,669","00:26:49,679",all right they're now defenseless oh did
_K5qApskPdQ.en.v,1187,00:26:49:16,00:26:51:06,"00:26:49,679","00:26:51,269",all right they're now defenseless oh did we<00:26:49.760><c> defeat</c><00:26:50.080><c> zapdos</c>
_K5qApskPdQ.en.v,1188,00:26:51:06,00:26:51:06,"00:26:51,269","00:26:51,279",we defeat zapdos
_K5qApskPdQ.en.v,1189,00:26:51:06,00:26:52:17,"00:26:51,279","00:26:52,710",we defeat zapdos dude<00:26:51.600><c> awesome</c><00:26:52.000><c> i</c><00:26:52.159><c> just</c><00:26:52.240><c> we're</c><00:26:52.400><c> in</c><00:26:52.480><c> the</c><00:26:52.559><c> lead</c>
_K5qApskPdQ.en.v,1190,00:26:52:17,00:26:52:18,"00:26:52,710","00:26:52,720",dude awesome i just we're in the lead
_K5qApskPdQ.en.v,1191,00:26:52:18,00:26:55:20,"00:26:52,720","00:26:55,830",dude awesome i just we're in the lead there<00:26:52.880><c> we</c><00:26:53.039><c> go</c>
_K5qApskPdQ.en.v,1192,00:26:55:20,00:26:55:21,"00:26:55,830","00:26:55,840",
_K5qApskPdQ.en.v,1193,00:26:55:21,00:26:57:10,"00:26:55,840","00:26:57,430",i<00:26:56.000><c> should</c><00:26:56.159><c> have</c><00:26:56.480><c> guard</c><00:26:56.640><c> swapped</c><00:26:56.960><c> on</c><00:26:57.039><c> then</c><00:26:57.200><c> did</c>
_K5qApskPdQ.en.v,1194,00:26:57:10,00:26:57:11,"00:26:57,430","00:26:57,440",i should have guard swapped on then did
_K5qApskPdQ.en.v,1195,00:26:57:11,00:27:01:16,"00:26:57,440","00:27:01,669",i should have guard swapped on then did psychic<00:26:57.840><c> blast</c><00:26:58.159><c> but</c><00:26:58.320><c> that's</c><00:26:58.480><c> okay</c>
_K5qApskPdQ.en.v,1196,00:27:01:16,00:27:01:16,"00:27:01,669","00:27:01,679",
_K5qApskPdQ.en.v,1197,00:27:01:16,00:27:03:02,"00:27:01,679","00:27:03,110",i<00:27:01.840><c> mean</c><00:27:02.000><c> it's</c><00:27:02.159><c> i</c><00:27:02.240><c> guess</c><00:27:02.480><c> it's</c><00:27:02.640><c> a</c><00:27:02.720><c> good</c><00:27:02.799><c> hit</c><00:27:03.039><c> i</c>
_K5qApskPdQ.en.v,1198,00:27:03:02,00:27:03:03,"00:27:03,110","00:27:03,120",i mean it's i guess it's a good hit i
_K5qApskPdQ.en.v,1199,00:27:03:03,00:27:09:10,"00:27:03,120","00:27:09,430",i mean it's i guess it's a good hit i don't<00:27:03.200><c> know</c><00:27:03.360><c> i</c><00:27:03.440><c> can't</c><00:27:04.840><c> tell</c>
_K5qApskPdQ.en.v,1200,00:27:09:10,00:27:09:11,"00:27:09,430","00:27:09,440",
_K5qApskPdQ.en.v,1201,00:27:09:11,00:27:11:02,"00:27:09,440","00:27:11,110",uh<00:27:09.600><c> let's</c><00:27:09.760><c> see</c><00:27:09.919><c> if</c><00:27:10.000><c> i</c><00:27:10.080><c> can</c><00:27:10.159><c> score</c><00:27:10.480><c> again</c><00:27:10.799><c> i</c><00:27:10.960><c> i</c>
_K5qApskPdQ.en.v,1202,00:27:11:02,00:27:11:03,"00:27:11,110","00:27:11,120",uh let's see if i can score again i i
_K5qApskPdQ.en.v,1203,00:27:11:03,00:27:13:02,"00:27:11,120","00:27:13,110",uh let's see if i can score again i i got<00:27:11.279><c> like</c><00:27:11.520><c> a</c><00:27:11.760><c> little</c><00:27:11.919><c> sliver</c><00:27:12.320><c> of</c><00:27:12.400><c> time</c><00:27:12.720><c> left</c><00:27:12.960><c> to</c>
_K5qApskPdQ.en.v,1204,00:27:13:02,00:27:13:03,"00:27:13,110","00:27:13,120",got like a little sliver of time left to
_K5qApskPdQ.en.v,1205,00:27:13:03,00:27:15:04,"00:27:13,120","00:27:15,190",got like a little sliver of time left to just<00:27:13.279><c> dunk</c><00:27:13.520><c> in</c><00:27:13.679><c> nine</c><00:27:13.919><c> of</c><00:27:14.080><c> them</c><00:27:14.240><c> right</c>
_K5qApskPdQ.en.v,1206,00:27:15:04,00:27:15:05,"00:27:15,190","00:27:15,200",just dunk in nine of them right
_K5qApskPdQ.en.v,1207,00:27:15:05,00:27:16:17,"00:27:15,200","00:27:16,710",just dunk in nine of them right and<00:27:15.360><c> it</c><00:27:15.520><c> becomes</c><00:27:16.000><c> nine</c><00:27:16.320><c> okay</c><00:27:16.480><c> i</c><00:27:16.480><c> thought</c><00:27:16.640><c> it</c>
_K5qApskPdQ.en.v,1208,00:27:16:17,00:27:16:18,"00:27:16,710","00:27:16,720",and it becomes nine okay i thought it
_K5qApskPdQ.en.v,1209,00:27:16:18,00:27:19:00,"00:27:16,720","00:27:19,029",and it becomes nine okay i thought it was<00:27:16.799><c> gonna</c><00:27:16.880><c> be</c><00:27:16.960><c> a</c><00:27:16.960><c> little</c><00:27:17.120><c> more</c><00:27:17.360><c> that's</c><00:27:17.600><c> okay</c>
_K5qApskPdQ.en.v,1210,00:27:19:00,00:27:19:00,"00:27:19,029","00:27:19,039",was gonna be a little more that's okay
_K5qApskPdQ.en.v,1211,00:27:19:00,00:27:20:23,"00:27:19,039","00:27:20,950",was gonna be a little more that's okay psychic<00:27:19.440><c> a</c><00:27:19.520><c> little</c><00:27:19.760><c> extra</c><00:27:20.080><c> psychic</c><00:27:20.480><c> blast</c>
_K5qApskPdQ.en.v,1212,00:27:20:23,00:27:20:24,"00:27:20,950","00:27:20,960",psychic a little extra psychic blast
_K5qApskPdQ.en.v,1213,00:27:20:24,00:27:23:16,"00:27:20,960","00:27:23,669",psychic a little extra psychic blast here
_K5qApskPdQ.en.v,1214,00:27:23:16,00:27:23:16,"00:27:23,669","00:27:23,679",
_K5qApskPdQ.en.v,1215,00:27:23:16,00:27:32:20,"00:27:23,679","00:27:32,830",there<00:27:23.919><c> he</c><00:27:24.000><c> goes</c><00:27:24.399><c> just</c><00:27:24.960><c> evaporated</c><00:27:25.600><c> right</c>
_K5qApskPdQ.en.v,1216,00:27:32:20,00:27:32:21,"00:27:32,830","00:27:32,840",
_K5qApskPdQ.en.v,1217,00:27:32:21,00:27:35:04,"00:27:32,840","00:27:35,190",there
_K5qApskPdQ.en.v,1218,00:27:35:04,00:27:35:05,"00:27:35,190","00:27:35,200",there
_K5qApskPdQ.en.v,1219,00:27:35:05,00:27:38:07,"00:27:35,200","00:27:38,310",there boom<00:27:35.840><c> he's</c><00:27:36.080><c> just</c><00:27:36.320><c> he</c><00:27:36.480><c> just</c><00:27:36.640><c> disappears</c><00:27:37.520><c> oh</c><00:27:37.760><c> boy</c>
_K5qApskPdQ.en.v,1220,00:27:38:07,00:27:38:08,"00:27:38,310","00:27:38,320",boom he's just he just disappears oh boy
_K5qApskPdQ.en.v,1221,00:27:38:08,00:27:41:10,"00:27:38,320","00:27:41,430",boom he's just he just disappears oh boy oh<00:27:38.399><c> boy</c><00:27:38.559><c> oh</c><00:27:38.640><c> boy</c><00:27:38.880><c> oh</c><00:27:38.960><c> boy</c><00:27:40.799><c> boom</c><00:27:41.039><c> that's</c><00:27:41.200><c> a</c><00:27:41.279><c> good</c>
_K5qApskPdQ.en.v,1222,00:27:41:10,00:27:41:11,"00:27:41,430","00:27:41,440",oh boy oh boy oh boy boom that's a good
_K5qApskPdQ.en.v,1223,00:27:41:11,00:27:45:00,"00:27:41,440","00:27:45,029",oh boy oh boy oh boy boom that's a good hit<00:27:41.679><c> right</c>
_K5qApskPdQ.en.v,1224,00:27:45:00,00:27:45:00,"00:27:45,029","00:27:45,039",
_K5qApskPdQ.en.v,1225,00:27:45:00,00:27:47:20,"00:27:45,039","00:27:47,830",he's<00:27:45.279><c> dead</c><00:27:45.760><c> dead</c><00:27:46.000><c> too</c><00:27:46.320><c> good</c><00:27:47.039><c> another</c><00:27:47.360><c> zapdos</c>
_K5qApskPdQ.en.v,1226,00:27:47:20,00:27:47:21,"00:27:47,830","00:27:47,840",he's dead dead too good another zapdos
_K5qApskPdQ.en.v,1227,00:27:47:21,00:27:51:20,"00:27:47,840","00:27:51,830",he's dead dead too good another zapdos maybe<00:27:48.080><c> here</c><00:27:48.240><c> we</c><00:27:48.399><c> go</c>
_K5qApskPdQ.en.v,1228,00:27:51:20,00:27:51:21,"00:27:51,830","00:27:51,840",
_K5qApskPdQ.en.v,1229,00:27:51:21,00:27:53:14,"00:27:51,840","00:27:53,590",i'm<00:27:52.000><c> trying</c><00:27:52.240><c> here</c><00:27:52.399><c> we</c><00:27:52.480><c> have</c><00:27:52.640><c> a</c><00:27:52.720><c> huge</c><00:27:53.120><c> lead</c><00:27:53.440><c> i</c>
_K5qApskPdQ.en.v,1230,00:27:53:14,00:27:53:15,"00:27:53,590","00:27:53,600",i'm trying here we have a huge lead i
_K5qApskPdQ.en.v,1231,00:27:53:15,00:28:02:19,"00:27:53,600","00:28:02,789",i'm trying here we have a huge lead i love<00:28:00.840><c> it</c><00:28:01.919><c> all</c><00:28:02.000><c> right</c><00:28:02.240><c> now</c>
_K5qApskPdQ.en.v,1232,00:28:02:19,00:28:02:19,"00:28:02,789","00:28:02,799",love it all right now
_K5qApskPdQ.en.v,1233,00:28:02:19,00:28:05:20,"00:28:02,799","00:28:05,830",love it all right now one<00:28:02.960><c> thing</c><00:28:05.440><c> is</c>
_K5qApskPdQ.en.v,1234,00:28:05:20,00:28:05:21,"00:28:05,830","00:28:05,840",one thing is
_K5qApskPdQ.en.v,1235,00:28:05:21,00:28:09:08,"00:28:05,840","00:28:09,350",one thing is i<00:28:06.080><c> am</c><00:28:06.240><c> stuck</c><00:28:06.559><c> okay</c><00:28:06.960><c> yep</c><00:28:07.440><c> i</c><00:28:07.600><c> knew</c><00:28:07.840><c> it</c><00:28:08.000><c> i</c><00:28:08.159><c> knew</c><00:28:08.399><c> it</c>
_K5qApskPdQ.en.v,1236,00:28:09:08,00:28:09:09,"00:28:09,350","00:28:09,360",i am stuck okay yep i knew it i knew it
_K5qApskPdQ.en.v,1237,00:28:09:09,00:28:10:23,"00:28:09,360","00:28:10,950",i am stuck okay yep i knew it i knew it he<00:28:09.520><c> was</c><00:28:09.760><c> ranged</c><00:28:10.159><c> i</c><00:28:10.399><c> tried</c><00:28:10.559><c> to</c><00:28:10.640><c> get</c><00:28:10.720><c> out</c><00:28:10.799><c> of</c><00:28:10.880><c> his</c>
_K5qApskPdQ.en.v,1238,00:28:10:23,00:28:10:24,"00:28:10,950","00:28:10,960",he was ranged i tried to get out of his
_K5qApskPdQ.en.v,1239,00:28:10:24,00:28:12:15,"00:28:10,960","00:28:12,630",he was ranged i tried to get out of his way<00:28:11.120><c> but</c><00:28:11.279><c> i</c><00:28:11.360><c> didn't</c>
_K5qApskPdQ.en.v,1240,00:28:12:15,00:28:12:16,"00:28:12,630","00:28:12,640",way but i didn't
_K5qApskPdQ.en.v,1241,00:28:12:16,00:28:15:16,"00:28:12,640","00:28:15,669",way but i didn't i<00:28:12.720><c> don't</c><00:28:12.880><c> want</c><00:28:12.960><c> them</c><00:28:13.120><c> to</c><00:28:13.279><c> beat</c><00:28:13.600><c> zapdos</c><00:28:15.520><c> dude</c>
_K5qApskPdQ.en.v,1242,00:28:15:16,00:28:15:16,"00:28:15,669","00:28:15,679",i don't want them to beat zapdos dude
_K5qApskPdQ.en.v,1243,00:28:15:16,00:28:17:14,"00:28:15,679","00:28:17,590",i don't want them to beat zapdos dude they're<00:28:15.760><c> gonna</c><00:28:15.919><c> be</c><00:28:16.080><c> zapdos</c>
_K5qApskPdQ.en.v,1244,00:28:17:14,00:28:17:15,"00:28:17,590","00:28:17,600",they're gonna be zapdos
_K5qApskPdQ.en.v,1245,00:28:17:15,00:28:22:01,"00:28:17,600","00:28:22,070",they're gonna be zapdos they're<00:28:17.760><c> gonna</c><00:28:17.919><c> be</c><00:28:18.080><c> zapdos</c><00:28:18.559><c> hello</c><00:28:19.039><c> okay</c><00:28:19.679><c> well</c>
_K5qApskPdQ.en.v,1246,00:28:22:01,00:28:22:02,"00:28:22,070","00:28:22,080",
_K5qApskPdQ.en.v,1247,00:28:22:02,00:28:25:02,"00:28:22,080","00:28:25,110",that's<00:28:22.320><c> okay</c><00:28:22.799><c> uh</c><00:28:23.039><c> let's</c><00:28:23.440><c> go</c><00:28:24.399><c> super</c><00:28:24.720><c> jump</c><00:28:24.960><c> up</c><00:28:25.039><c> to</c>
_K5qApskPdQ.en.v,1248,00:28:25:02,00:28:25:03,"00:28:25,110","00:28:25,120",that's okay uh let's go super jump up to
_K5qApskPdQ.en.v,1249,00:28:25:03,00:28:26:05,"00:28:25,120","00:28:26,230",that's okay uh let's go super jump up to here
_K5qApskPdQ.en.v,1250,00:28:26:05,00:28:26:06,"00:28:26,230","00:28:26,240",here
_K5qApskPdQ.en.v,1251,00:28:26:06,00:28:30:13,"00:28:26,240","00:28:30,550",here he's<00:28:26.480><c> scoring</c><00:28:26.799><c> right</c><00:28:26.960><c> now</c><00:28:27.039><c> isn't</c><00:28:28.960><c> a</c><00:28:28.840><c> he</c>
_K5qApskPdQ.en.v,1252,00:28:30:13,00:28:30:14,"00:28:30,550","00:28:30,560",he's scoring right now isn't a he
_K5qApskPdQ.en.v,1253,00:28:30:14,00:28:32:09,"00:28:30,560","00:28:32,389",he's scoring right now isn't a he [Applause]
_K5qApskPdQ.en.v,1254,00:28:32:09,00:28:32:09,"00:28:32,389","00:28:32,399",[Applause]
_K5qApskPdQ.en.v,1255,00:28:32:09,00:28:37:14,"00:28:32,399","00:28:37,590",[Applause] no<00:28:32.640><c> no</c><00:28:32.799><c> no</c><00:28:33.279><c> oh</c><00:28:33.440><c> my</c><00:28:33.600><c> god</c>
_K5qApskPdQ.en.v,1256,00:28:37:14,00:28:37:15,"00:28:37,590","00:28:37,600",
_K5qApskPdQ.en.v,1257,00:28:37:15,00:28:40:01,"00:28:37,600","00:28:40,070",yeah<00:28:37.840><c> it's</c><00:28:38.000><c> two</c><00:28:38.159><c> on</c><00:28:38.320><c> one</c><00:28:39.440><c> i</c><00:28:39.600><c> need</c><00:28:39.760><c> to</c><00:28:39.919><c> be</c>
_K5qApskPdQ.en.v,1258,00:28:40:01,00:28:40:02,"00:28:40,070","00:28:40,080",yeah it's two on one i need to be
_K5qApskPdQ.en.v,1259,00:28:40:02,00:28:41:12,"00:28:40,080","00:28:41,510",yeah it's two on one i need to be sticking<00:28:40.399><c> with</c><00:28:40.480><c> my</c><00:28:40.640><c> team</c><00:28:40.960><c> but</c><00:28:41.200><c> i</c><00:28:41.279><c> went</c><00:28:41.440><c> up</c>
_K5qApskPdQ.en.v,1260,00:28:41:12,00:28:41:13,"00:28:41,510","00:28:41,520",sticking with my team but i went up
_K5qApskPdQ.en.v,1261,00:28:41:13,00:28:48:03,"00:28:41,520","00:28:48,149",sticking with my team but i went up there<00:28:41.679><c> to</c><00:28:42.000><c> help</c><00:28:42.840><c> defend</c>
_K5qApskPdQ.en.v,1262,00:28:48:03,00:28:48:03,"00:28:48,149","00:28:48,159",
_K5qApskPdQ.en.v,1263,00:28:48:03,00:28:51:04,"00:28:48,159","00:28:51,190",uh<00:28:49.919><c> this</c><00:28:50.159><c> is</c><00:28:50.320><c> rough</c>
_K5qApskPdQ.en.v,1264,00:28:51:04,00:28:51:05,"00:28:51,190","00:28:51,200",uh this is rough
_K5qApskPdQ.en.v,1265,00:28:51:05,00:28:52:17,"00:28:51,200","00:28:52,710",uh this is rough another<00:28:51.520><c> goal</c><00:28:51.760><c> zone</c><00:28:52.000><c> got</c><00:28:52.159><c> destroyed</c><00:28:52.559><c> we're</c>
_K5qApskPdQ.en.v,1266,00:28:52:17,00:28:52:18,"00:28:52,710","00:28:52,720",another goal zone got destroyed we're
_K5qApskPdQ.en.v,1267,00:28:52:18,00:28:54:23,"00:28:52,720","00:28:54,950",another goal zone got destroyed we're still<00:28:52.880><c> in</c><00:28:52.960><c> the</c><00:28:53.120><c> lead</c>
_K5qApskPdQ.en.v,1268,00:28:54:23,00:28:54:24,"00:28:54,950","00:28:54,960",still in the lead
_K5qApskPdQ.en.v,1269,00:28:54:24,00:28:59:10,"00:28:54,960","00:28:59,430",still in the lead i<00:28:56.840><c> think</c>
_K5qApskPdQ.en.v,1270,00:28:59:10,00:28:59:11,"00:28:59,430","00:28:59,440",i think
_K5qApskPdQ.en.v,1271,00:28:59:11,00:29:00:23,"00:28:59,440","00:29:00,950",i think this<00:28:59.679><c> counts</c><00:28:59.919><c> as</c><00:29:00.080><c> fighting</c><00:29:00.399><c> him</c><00:29:00.480><c> right</c><00:29:00.720><c> i</c><00:29:00.799><c> mean</c>
_K5qApskPdQ.en.v,1272,00:29:00:23,00:29:00:24,"00:29:00,950","00:29:00,960",this counts as fighting him right i mean
_K5qApskPdQ.en.v,1273,00:29:00:24,00:29:04:15,"00:29:00,960","00:29:04,630",this counts as fighting him right i mean come<00:29:01.200><c> on</c>
_K5qApskPdQ.en.v,1274,00:29:04:15,00:29:04:16,"00:29:04,630","00:29:04,640",
